Rank,Player Name,Player Alliance,Points
1088,GOATGANG,[KGLN] KillingLegion,288
1089,Commander2dud6jv,[SiN1] Genocide,286
1090,Commander2fcE21f,[SpSS] AusSpass,280
1091,TECLA,[ERT] ERTTT,272
1092,Chrischi,[GZS] GermanZombieSquad,270
1093,Chowda,,264
1094,JeroxM,[XAT] EUROMONEY,264
1095,Commander2erCJLv,[A12] AmericanFamily,263
1096,Commander2eUrgnX,[TIOX] ПоХуисты,262
1097,Mc1301,[DSM] DarkStorm,261
1098,Slingers,,259
1099,Watergate,[1Lr] resistencia,256
1100,Commander2drcYKN,[Sp3r] Sparta2026,256
1101,Commander2fKROnb,[usv] USAUUUUUUUUKU,256
1102,Jdubbs,[VBD] VBDRFABA,248
1103,Trickzor,[AZT] AntiZombieTeam,243
1104,Commander2en8q8,[VBD] VBDRFABA,240
1105,MAG1,[HDG] HérosdeGuerre,240
1106,PHILLYG,[UTS] upthescore,240
1107,КаТЯ,[ALIN] RUSalina,232
1108,ivys,[AZT] AntiZombieTeam,232
1109,Desper,[SMR] Самара163,225
1110,Commander2eaWfM9,[LOD2] Legionofdoom,225
1111,Commander2dLRc4B,[Cmds] Comandantes,224
1112,Commander2flj8Nv,[SHE] ShadowLover,218
1113,Commander2exZn4V,[FRO] FrosDomain,216
1114,MAZINGER,[SHE] ShadowLover,216
1115,Commander2eB0kcj,[TopU] UkraineWillWin,216
1116,Noxxxxxxx,[Aria] ariaetsescompagon,216
1117,Ruderat,[XAT] EUROMONEY,210
1118,slowie,[AZT] AntiZombieTeam,208
1119,DOM64,[KRS] KRATOS,207
1120,DarkbossK,[DSM] DarkStorm,207
1121,Commander2fNtCFD,,203
1122,JZCesar,[Cmds] Comandantes,201
1123,Commander2faJMZn,[TLC] ThalassaCoven,198
1124,Commander2eYtWAZ,[TopU] UkraineWillWin,196
1125,Commander2dXkoWp,[VFD] VFDAHREA,193
1126,Commander2g2bWGp,[VFD] VFDAHREA,192
1127,Farao,[Cmds] Comandantes,192
1128,Otkir,[Bigg] Бароны,189
1129,아레흐,Df] 아무이름이나붙이기,189
1130,Commander2dlvgY5,[OSO] DFHJK,189
1131,Commander2dZjhFH,[TLC] ThalassaCoven,189
1132,Commander2f9EfIP,[Brav] Bravobr,188
1133,Commander2eCMjLD,[aWLO] 111AB,187
1134,Commander2ev3te5,[VFD] VFDAHREA,186
1135,owl666,[HEII] DarkAl,184
1136,Fernando1Cambron,[COG] Archersoflacross,184
1137,Eland,[uuas] usssss,184
1138,галым,[HEII] DarkAl,182
1139,Thetokyo,[Tr1] TürkBirliğı,175
1140,Hgfnm,[Wir] WölfeOdins,175
1141,ARLEQUIN,[TІOX] ПоХуисты,174
1142,Commander2dPAq4B,[uakl] uukkl,171
1143,Commander2eBDgKV,[LOD2] Legionofdoom,171
1144,Commander2eVYRON,[2kk] afwff,171
1145,Commander2frxIZj,[AADC] Tranquilityprevails,168
1146,partas,[SHE] ShadowLover,162
1147,Rojesatyr,[Aria] ariaetsescompagon,160
1148,Free-iran,[COM] AmericanHeadquarter,160
1149,Commander2ftsW8d,[ERT] ERTTT,160
1150,SZ37,[TopU] UkraineWillWin,160
1151,Commander2dR5e4Z,[RESH] Gshreh,156
1152,Commander2eVk7DT,[SMY] SileentMajority,153
1153,Carzie,[CPU] CPUUUU,152
1154,Commander2djnCg5,[TWB] BMWMT,152
1155,dkt,[BCB] BADCOMPANYBRIGADE,152
1156,Commander2fwStOh,[Brav] Bravobr,147
1157,zergy,[MXZ] Mexzom,147
1158,Commander2e6ghHD,[ovo] Fatebound,146
1159,GeneralVader,,144
1160,Veleceraptor,[GZS] GermanZombieSquad,144
1161,arquerodelsur,[DGe] DieGestrandeten,144
1162,Commander2dE27NH,[UTS] upthescore,144
1163,Commander2e9nbvL,[KRS2] KRATOS2,144
1164,kfchapo116,[COG] Archersoflacross,144
1165,Commander2fZRR3v,[D2D] DeadEndDynasty,144
1166,Commander2fFd5DD,[uuas] usssss,144
1167,Commander2faCMf3,[AADC] Tranquilityprevails,144
1168,MALZ07,[SMY] SileentMajority,144
1169,JarekWielki,[ovo] Fatebound,144
1170,Technoqueen,[KGLN] KillingLegion,144
1171,Commander2dKmPLT,[UTS] upthescore,144
1172,Commander2dKzaQd,[Sp3r] Sparta2026,138
1173,Stef91640,[KRS2] KRATOS2,138
1174,Commander2eUsqQl,[COM] AmericanHeadquarter,136
1175,Commander2dK6V49,[TWB] BMWMT,136
1176,Mona267,[P2MP] NowaPolandia,135
1177,Drez21519,[LOD2] Legionofdoom,135
1178,Commander2dOJaYJ,[QCK] QUICKREACTIONFORCE,135
1179,Commander2dts07H,[mvEp] Viva4ever,135
1180,Commander2eVEzEF,[SMR] Самара163,135
1181,Zuluba,[GDI] GolgDiggers,128
1182,taefn,[SpSS] AusSpass,128
1183,marie999,[Aria] ariaetsescompagon,120
1184,alkazar,[ERT] ERTTT,120
1185,CrazyQue,[COG] Archersoflacross,120
1186,JOJOs,[HDG] HérosdeGuerre,120
1187,FIFAUZ,[SMR] Самара163,117
1188,crookstarconnect,[7DS] Se7enDeàdlySins,117
1189,666stevie,[uakl] uukkl,117
1190,Распездяи,[PYZE] PYZDA,112
1191,Commander2eRQxiB,[Ktq] TheGoats,112
1192,NEXUSS,[XAT] EUROMONEY,112
1193,Labinot,[DGe] DieGestrandeten,112
1194,Commander2fqdppH,[190] CandyClub,112
1195,Toomm,[FGTH] FunnyGTH,108
1196,Commander2el66ix,[190] CandyClub,108
1197,Gemas,,108
1198,JEDI4U,[mvEp] Viva4ever,108
1199,DogmaDog,[AZT] AntiZombieTeam,104
1200,leonida22,[piiu] yhyfjukus,104
1201,Diyalizman,[1BiR] XOXOX,104
1202,Avanger,[GZS] GermanZombieSquad,104
1203,Commander2eLmGs5,[TIMI] ASDFG,104
1204,melqui,[FBL3] DVDVDVDC,102
1205,Commander2e9hCgR,[TIMI] ASDFG,99
1206,Commander2dUNLsp,[UTS] upthescore,99
1207,Gronkowski,[QCKJ QUICKREACTIONFORCE,96
1208,Carterer,[PYZE] PYZDA,96
1209,dominavita86,[CTA] centinelas,96
1210,Booyeah,[CK1] Crypt1cKnights,96
1211,OriK,[Ktq] TheGoats,96
1212,Hardes,[SpSS] AusSpass,96
1213,Commander2dG73BH,[2kk] afwff,96
1214,Commander2fVIxxz,[SMY] SileentMajority,96
1215,Commander2e28N8x,[Skr] southkorea,95
1216,Ulyssescegonza,[1Lr] resistencia,90
1217,Vovanuch,[uakl] uukkl,89
1218,Bhock24,[WZTX] KingThe,88
1219,dealmaker66,[WZTX] KingThe,88
1220,Commander2enfK4d,[VBD] VBDRFABA,88
1221,Commander2dVOhX7,[uakl] uukkl,88
1222,Commander2dZ2T89,[piiu] yhyfjukus,88
1223,0202Rom,[TIOX] ПоХуисты,88
1224,ПАВЛЕНТИЙ,[TIOX] ПоХуисты,84
1225,Kawekalaya,[CBD] CBDDD,84
1226,1345,[SMR] Самара163,81
1227,Meekhun55,[FGTH] FunnyGTH,81
1228,crimsonSky,[TIOX] ПоХуисты,81
1229,Mafer8989,,81
1230,Commander2fi8WoZ,[Azt2] USAKKAA,81
1231,Commander2fxV9L7,[LOD2] Legionofdoom,80
1232,Picoso,,80
1233,ArthurReis,,78
1234,Commander2oCK93D,[LzB] LetzteBastion,73
1235,petecz,[ovo] Fatebound,72
1236,Mousejerry02,[hel] helloo,72
1237,wasaap,[TopU] UkraineWillWin,72
1238,vano1984,[uakl] uukkl,72
1239,jek1981,[SpSS] AusSpass,72
1240,SmittySnipes79,[uakl] uukkl,72
1241,Joker7215,[FGTH] FunnyGTH,72
1242,Winniethepooh,[7DS] Se7enDeàdlySins,72
1243,Commander2fPcH5z,[SHE] ShadowLover,72
1244,Ddtlm0410,[TIMI] ASDFG,72
1245,RbG,[LzB] LetzteBastion,72
1246,Commander2eidmvz,[CBD] CBDDD,72
1247,YUNUSOV,[TopU] UkraineWillWin,70
1248,logen,[1BİR] XOXOX,70
1249,Commander2fLwPWd,[MMMC] Mdodmcj,67
1250,abbi,[TWB] BMWMT,64
1251,reapah,[ROKY] NO1ROK,64
1252,Bellchen,[19o] CandyClub,64
1253,Commander2dEXdA1,[SMY] SileentMajority,64
1254,Llynchup26,[SMY] SileentMajority,64
1255,Commander2f3yupL,[LOD2] Legionofdoom,64
1256,barmadox,[uakl] uukkl,64
1257,Kisskiss,[TIOX] ПоХуисты,63
1258,Antman37040,,63
1259,BlauBlau,[MMMC] Mdodmcj,63
1260,panchitoo,[D2D] DeadEndDynasty,63
1261,Lozzzaa,[7DS] Se7enDeàdlySins,63
1262,capalone,[DGe] DieGestrandeten,63
1263,Commander2fRN2Jv,[1BiR] XOXOX,63
1264,AnnaBella,[TLC] ThalassaCoven,63
1265,Kestlona,,56
1266,Yedips,[Azt2] USAKKAA,56
1267,Commander2fyQ0Cx,[GZS] GermanZombieSquad,56
1268,Ogtnt,[XAT] EUROMONEY,54
1269,BertieC1953,[7DS] Se7enDeàdlySins,54
1270,Commander2dMKDyJ,[SEE] SunEatingEagle,54
1271,Commander2dMdFOZ,[TopU] UkraineWillWin,54
1272,BHAGABAN,[ues] SUAUUUUUUK,54
1273,Commander2fbUwqp,[QCK] QUICKREACTIONFORCE,49
1274,Gwenz,[MMMC] Mdodmcj,49
1275,BrYcE~ii~vOrTeX,,48
1276,Jezuz,,48
1277,Commander2eZe6Gh,[ERT] ERTTT,48
1278,RAIM,[3612] Легенда007,48
1279,kpessea,[TIMI] ASDFG,48
1280,Bugger69,[KGLN] KillingLegion,48
1281,Commander2f32CS9,[KGH] KNGTH,48
1282,Commander2e2117X,[FGTH] FunnyGTH,45
1283,Commander2eVTjU1,[QhiX] TürklerGeliyor,45
1284,Commander2faHd9H,[XAT] EUROMONEY,45
1285,Commander2dMrsoJ,[TLC] ThalassaCoven,45
1286,Commander2eyc9QV,[1BİR] XOXOX,45
1287,Tokimus,[2kk] afwff,42
1288,Commander2eGFKHX,[Aria] ariaetsescompagon,40
1289,jimouss,[Aria] ariaetsescompagon,40
1290,saro90,[Sp3r] Sparta2026,40
1291,ESCORPION309,[Azt2] USAKKAA,40
1292,PG2,[SMY] SileentMajority,40
1293,Vasu,[BCB] BADCOMPANYBRIGADE,40
1294,BonkersT,,36
1295,Hameedhassani,[UTS] upthescore,36
1296,sayingbruv,,36
1297,RusNr,[TІOX] ПоХуисты,36
1298,Commander2e0HD1P,[TLC] ThalassaCoven,36
1299,Commander2fR31aj,[1BiR] XOXOX,36
1300,Quinn247,[SHE] ShadowLover,35
1301,GoodwillHunting,,35
1302,Commander2dKZ5Hv,[SpSS] AusSpass,35
1303,Commander2fgrPsp,[AADC] Tranquilityprevails,32
1304,Commander2ehCnqj,[hel] helloo,32
1305,Milobrlo,[TWB] BMWMT,32
1306,Commander2ew9uHr,,32
1307,Alexei-pervui,[HElI] DarkAl,32
1308,คาร์ลอส,[FGTH] FunnyGTH,32
1309,Commander2P6ImRD,[hel] helloo,32
1310,thedeadlyboy,[ovo] Fatebound,27
1311,vegasdpd,[ovo] Fatebound,27
1312,Commander2evKKix,[UOU] Пендосы,27
1313,Commander2ea4Hv7,[LOD2] Legionofdoom,27
1314,Commander2dQFKVn,[TІOX] ПоХуисты,27
1315,Commander2fJKihf,[piiu] yhyfjukus,25
1316,Commander2eyZIUZ,[COM] AmericanHeadquarter,24
1317,AlanWolf,[XAT] EUROMONEY,24
1318,ЭНТОНИ,[3612] Легенда007,24
1319,Douggiedoo,[wCOE] USAQUK,24
1320,FurrBall,[Ktq] TheGoats,24
1321,Frantor,[Sp3r] Sparta2026,24
1322,Commander2eZUyBD,[KDA] KDAUSA,24
1323,90sCrew,[BCB] BADCOMPANYBRIGADE,24
1324,Ulzhasha,[TIOX] ПоХуисты,24
1325,Biazorro,[Cmds] Comandantes,24
1326,Commander2eMHCPr,[Tr1] TürkBirliğı,24
1327,Commander2e2i6Fv,[2kk] afwff,21
1328,Commander2fGdrtH,,21
1329,Commander2fPLEqN,[TBS2] Tabacuddos,21
1330,Commander2ey7815,[1Lr] resistencia,21
1331,bertrum,,21
1332,zombi3d,[SMR] Самара163,18
1333,Commander2f8CnK5,[MMMC] Mdodmcj,18
1334,ILIKU,,18
1335,MOE5CCS,[FRO] FrosDomain,18
1336,БАДРИ,[Hard] Revolt,18
1337,Imzii,,18
1338,Sofiss~,[FBL3] DVDVDVDC,18
1339,Commander2frsMy9,[1Lr] resistencia,18
1340,Commander2fCsQex,[TІOX] ПоХуисты,18
1341,Commander2fO2ZAp,[TLC] ThalassaCoven,18
1342,Commander2eHFAA5,[LOD2] Legionofdoom,18
1343,shadowmoon03,[uakl] uukkl,18
1344,Romans814,[TLC] ThalassaCoven,18
1345,HeinzFiction,[GZS] GermanZombieSquad,16
1346,Commander2evOD77,[Brav] Bravobr,16
1347,CarlosCCG,[1Lr] resistencia,16
1348,Polipo,[LzB] LetzteBastion,16
1349,꺼드럭,[FBLL] DVDVDVD,16
1350,Commander2eq70dD,[SMY] SileentMajority,16
1351,Commander2fbKs0B,[KDA] KDAUSA,16
1352,Razielazariel,[mvEp] Viva4ever,16
1353,SULFUR,[SHE] ShadowLover,14
1354,Commander2e1rnxz,[VBD] VBDRFABA,14
1355,BigBadWolf22,[DSM] DarkStorm,14
1356,Commander2fDBMQR,[DSM] DarkStorm,14
1357,Vladpit,[1Lr] resistencia,12
1358,Commander2f5p5xX,[KGH] KNGTH,9
1359,Commander2fYm08d,[VBD] VBDRFABA,9
1360,Commander2foVbox,,9
1361,ArtArmenia,[uakl] uukkl,9
1362,Jaer,[DRKT] DarkKnightS,9
1363,paok1926,[FRO] FrosDomain,9
1364,Sunaaaa,[Tr1] TürkBirliğı,9
1365,Commander2eWUFxP,[LOD2] Legionofdoom,9
1366,Commander2fZei8Z,[DFH] LregLSho,9
1367,Özay0861,[Tr1] TürkBirliğı,9
1368,Commander2dG6Gah,[hel] helloo,9
1369,ПИЗДЕЦ,[SMR] Самара163,9
1370,Commander2dvxBpb,[KGH] KNGTH,9
1371,freebies,[mvEp] Viva4ever,9
1372,Danasaurusrex,[TLC] ThalassaCoven,9
1373,Striker4545,[Aria] ariaetsescompagon,8
1374,Druzhinin013,[ALIN] RUSalina,8
1375,Commander2fgGKmp,[3612] Легенда007,8
1376,Commander2eFPQJ7,[hel] helloo,8
1377,Sergey28rus,,8
1378,Commander2f45TRb,[TWB] BMWMT,8
1379,Ravshan5005,[SMR] Самара163,8
1380,Commander2eTt2FT,[Ktq] TheGoats,8
1381,Commander2fY08mN,[TIOX] ПоХуисты,8
1382,Commander2e9qweh,[TIMI] ASDFG,8
1383,Icuy,[SMY] SileentMajority,8
1384,JOY-COBRA,[Cmds] Comandantes,8
1385,Commander2e5XCvz,[Cmds] Comandantes,8
1386,Yanique,[A12] AmericanFamily,8
1387,Tof12,,8
1388,Renlo,[KRS2] KRATOS2,8
1389,GTA24,[Aria] ariaetsescompagon,7
1390,FBGM,[AZT] AntiZombieTeam,7
1391,Benimüssüm,[Tr1] TürkBirliğı,7
1392,homonez,[QWER] 가나디유치원,7
1393,Commander2fK4iAl,[DSM] DarkStorm,7
1394,Commander2fP4gXX,[DFH] LregLSho,7
1395,ЛЕНЧИК,[ALIN] RUSalina,6
1396,Azumiii,[Fkfk] Фкфкфкфк,6
1397,S9IVA999,[SHE] ShadowLover,6
1398,luckster1010,[BCB] BADCOMPANYBRIGADE,6
